#RA DEC XI ETA F475W F814W V VERR
11.527 42.076 0.63 0.81 24.578 21.263 -370.538 5.451 
11.524 42.076 0.628 0.81 24.433 21.597 -89.667 4.391 
11.518 42.077 0.623 0.81 24.559 21.916 -122.745 5.25 
11.464 42.078 0.583 0.811 23.846 20.943 -115.974 2.035 
11.492 42.079 0.604 0.812 24.187 21.18 -78.724 3.454 
11.486 42.079 0.599 0.813 24.23 21.29 -186.836 3.011 
11.395 42.08 0.531 0.813 24.115 20.774 -96.449 2.106 
11.515 42.079 0.621 0.813 24.313 21.157 -32.362 2.917 
11.478 42.081 0.593 0.815 23.686 21.477 -151.6 3.545 
11.516 42.082 0.622 0.816 25.193 21.242 -114.471 3.049 
11.528 42.082 0.631 0.816 24.499 21.259 -145.488 3.004 
11.431 42.085 0.558 0.818 25.651 21.278 -110.391 2.747 
11.486 42.085 0.599 0.819 24.576 21.563 -44.451 3.742 
11.387 42.087 0.525 0.82 24.705 21.262 -146.092 3.409 
11.404 42.087 0.538 0.82 24.386 21.84 -144.031 6.263 
11.386 42.088 0.524 0.821 24.278 21.039 -550.532 2.566 
11.466 42.09 0.584 0.823 24.6 21.541 -100.353 3.992 
11.424 42.09 0.553 0.823 24.168 21.3 -85.179 3.856 
11.51 42.09 0.617 0.823 25.172 21.061 -48.14 4.236 
11.495 42.092 0.606 0.826 24.511 21.728 -35.065 4.761 
11.483 42.093 0.597 0.826 25.087 21.716 -130.903 5.101 
11.506 42.093 0.614 0.827 24.368 20.914 -362.823 2.118 
11.391 42.094 0.528 0.827 24.821 21.505 -170.66 3.446 
11.422 42.095 0.551 0.828 24.921 21.688 -137.125 2.872 
11.391 42.096 0.528 0.829 24.058 21.271 -141.336 3.288 
11.492 42.096 0.603 0.829 24.104 21.125 -4.312 2.792 
11.446 42.096 0.569 0.83 24.299 21.358 -83.848 3.111 
11.378 42.098 0.518 0.831 23.801 21.287 -252.381 4.109 
11.474 42.1 0.59 0.833 23.785 20.948 -368.069 4.057 
11.383 42.101 0.522 0.834 24.9 21.631 -55.332 5.654 
11.422 42.103 0.551 0.836 25.706 21.3 -158.549 2.951 
11.424 42.103 0.553 0.836 24.504 21.569 -207.85 5.249 
11.418 42.104 0.548 0.837 25.718 21.288 -44.347 3.22 
11.449 42.106 0.572 0.84 24.147 21.428 -69.96 5.969 
11.402 42.108 0.536 0.841 24.414 21.753 -62.739 4.781 
11.395 42.111 0.531 0.844 25.338 21.111 -87.794 2.745 
11.46 42.111 0.579 0.845 24.484 22.14 -100.119 6.674 
11.435 42.112 0.561 0.846 24.219 20.913 -112.029 2.42 
11.418 42.113 0.548 0.846 23.287 21.178 -101.117 3.163 
11.455 42.115 0.576 0.848 24.457 21.155 -55.59 3.44 
11.456 42.119 0.576 0.852 25.045 21.733 -28.409 2.915 
11.412 42.121 0.544 0.854 25.118 21.349 -119.219 4.294 
11.412 42.123 0.544 0.856 23.89 21.274 -281.991 3.88 
11.402 42.124 0.536 0.857 24.451 21.293 -117.632 3.428 
11.406 42.129 0.539 0.862 24.753 21.546 -37.556 5.181 
11.423 42.13 0.552 0.863 25.334 21.456 -129.31 3.513 
11.442 42.13 0.566 0.863 24.054 20.819 -37.793 2.61 
11.396 42.13 0.532 0.863 24.611 21.315 -94.653 3.268 
11.438 42.132 0.563 0.865 25.11 21.752 -14.153 5.191 
11.411 42.132 0.543 0.865 25.417 21.372 -112.874 3.349 
11.406 42.134 0.539 0.867 24.145 21.407 -155.887 3.837 
11.407 42.139 0.54 0.872 25.949 21.429 -146.022 3.075 
11.404 42.14 0.537 0.873 24.044 21.655 -178.635 3.076 
11.41 42.14 0.542 0.873 24.444 21.36 -71.969 3.277 
11.396 42.141 0.532 0.874 24.926 21.582 -162.286 4.039 
11.558 41.966 0.653 0.7 24.404 21.103 -137.315 2.225 
11.575 41.986 0.666 0.72 24.535 21.796 -19.616 3.944 
11.634 41.992 0.71 0.727 24.786 22.065 -15.449 4.917 
11.431 42.054 0.558 0.787 24.291 21.543 -111.094 4.319 
11.392 42.121 0.528 0.854 24.774 22.2 -251.907 3.418 
11.416 42.141 0.547 0.874 25.859 21.945 -137.905 5.653 
11.496 42.036 0.607 0.769 24.525 21.309 -69.367 2.241 
11.458 42.071 0.579 0.804 24.916 21.455 -142.174 2.815 
11.526 42.026 0.63 0.76 24.619 22.071 -97.966 8.845 
11.518 42.048 0.623 0.782 24.947 21.619 -47.931 3.735 
11.433 42.062 0.559 0.795 24.412 21.802 -218.434 4.476 
11.501 42.073 0.61 0.806 24.944 22.199 -232.685 5.82 
11.518 42.08 0.623 0.814 25.016 21.699 -172.993 4.014 
11.391 42.132 0.528 0.865 24.535 22.147 -160.682 7.132 
11.397 42.068 0.533 0.801 24.785 21.916 15.037 4.856 
11.028 41.11 0.258 -0.159 23.315 20.873 -455.349 6.342 
11.009 41.11 0.244 -0.159 23.166 20.914 -348.675 6.827 
11.007 41.113 0.242 -0.156 24.07 20.956 -296.282 6.95 
11.01 41.116 0.245 -0.152 24.309 21.206 -295.745 6.799 
11.018 41.117 0.251 -0.152 24.946 21.431 -192.867 10.757 
11.012 41.118 0.246 -0.151 24.654 20.895 -268.064 4.087 
11.059 41.122 0.282 -0.147 23.979 20.868 26.049 5.171 
11.075 41.122 0.294 -0.146 23.384 20.626 -463.176 5.224 
11.044 41.123 0.27 -0.146 25.163 21.069 -249.861 13.093 
11.056 41.124 0.279 -0.145 23.566 21.067 -306.324 6.96 
10.986 41.126 0.226 -0.143 24.327 21.307 -357.652 7.054 
11.018 41.127 0.251 -0.142 24.83 21.453 -290.827 11.168 
11.003 41.129 0.239 -0.14 25.037 21.108 -329.466 6.845 
10.998 41.133 0.236 -0.136 24.109 21.243 -230.595 7.379 
10.988 41.134 0.228 -0.135 23.659 20.711 -387.386 5.796 
11.051 41.136 0.275 -0.133 23.261 20.811 -221.07 6.174 
11.035 41.137 0.263 -0.132 23.034 20.747 -264.963 6.098 
11.002 41.139 0.239 -0.13 23.443 20.845 -222.927 4.862 
11.025 41.139 0.256 -0.13 25.006 21.26 -373.255 5.335 
11.05 41.139 0.275 -0.13 23.03 20.825 -350.731 5.854 
11.004 41.139 0.24 -0.13 23.418 21.105 -180.719 10.284 
11.082 41.14 0.299 -0.129 24.623 21.039 -397.394 5.35 
10.992 41.14 0.231 -0.129 23.894 21.444 -164.176 10.329 
11.087 41.142 0.303 -0.126 24.894 21.083 -394.748 7.134 
11.072 41.146 0.292 -0.122 23.725 20.697 -357.888 4.243 
11.042 41.148 0.269 -0.121 24.18 20.963 -320.909 4.51 
11.057 41.154 0.28 -0.114 24.44 20.92 -284.181 3.761 
11.059 41.156 0.281 -0.113 24.231 21.467 -125.607 7.925 
11.062 41.158 0.284 -0.11 24.558 21.183 -324.207 4.799 
11.097 41.16 0.31 -0.108 24.393 20.93 -241.762 4.529 
11.055 41.16 0.279 -0.109 24.747 21.295 -278.07 8.429 
11.066 41.162 0.287 -0.106 24.84 21.451 -284.767 6.331 
11.063 41.165 0.285 -0.103 24.047 20.93 -252.942 4.642 
11.102 41.169 0.314 -0.1 23.675 21.206 -422.921 5.722 
11.097 41.175 0.31 -0.094 25.373 21.206 -268.762 5.572 
11.102 41.177 0.314 -0.091 23.332 21.142 -411.751 6.272 
11.069 41.178 0.289 -0.091 25.106 20.904 -276.813 4.489 
11.038 41.178 0.266 -0.09 24.897 20.909 -292.799 5.489 
11.11 41.182 0.32 -0.087 25.315 21.388 -282.82 7.787 
11.099 41.182 0.312 -0.086 23.761 20.862 -217.35 4.323 
11.068 41.183 0.288 -0.086 24.637 21.232 -276.741 6.443 
11.036 41.184 0.264 -0.084 23.976 21.114 -247.804 5.129 
11.039 41.186 0.267 -0.082 23.657 21.079 170.54 6.625 
11.042 41.191 0.269 -0.078 24.942 21.441 -177.664 7.972 
11.02 41.192 0.252 -0.076 23.16 20.656 -273.04 2.679 
11.078 41.192 0.296 -0.076 23.555 20.851 -231.402 3.015 
11.027 41.194 0.258 -0.075 23.562 21.15 -70.112 7.754 
11.095 41.194 0.309 -0.075 24.749 21.036 -279.286 4.175 
11.058 41.194 0.281 -0.075 24.311 20.891 -337.607 4.379 
11.117 41.198 0.325 -0.071 23.961 21.332 -160.875 20.397 
11.069 41.198 0.289 -0.071 24.802 20.876 -221.469 3.06 
11.042 41.2 0.268 -0.069 24.485 21.285 -323.817 9.362 
11.049 41.202 0.274 -0.067 24.016 21.191 -429.655 4.921 
11.093 41.204 0.307 -0.065 24.702 20.926 -305.179 3.772 
11.089 41.204 0.304 -0.064 24.986 20.868 -279.466 5.244 
11.037 41.204 0.265 -0.065 24.957 20.906 -342.867 5.857 
11.118 41.205 0.326 -0.063 24.7 21.21 -220.772 5.6 
11.061 41.206 0.283 -0.063 24.463 21.432 -302.796 6.959 
11.099 41.209 0.312 -0.059 24.362 21.267 -260.592 5.874 
11.07 41.21 0.29 -0.059 24.488 20.969 -418.175 6.853 
11.078 41.214 0.296 -0.055 24.08 20.785 -204.757 4.618 
11.117 41.216 0.325 -0.053 24.26 21.121 -149.33 8.218 
11.068 41.216 0.288 -0.052 24.208 21.07 -285.477 4.687 
11.099 41.217 0.312 -0.052 24.083 21.17 -374.277 4.972 
11.106 41.218 0.317 -0.05 23.826 21.083 -137.093 7.769 
11.122 41.221 0.329 -0.047 24.828 21.034 -214.283 7.861 
11.121 41.223 0.328 -0.046 24.097 20.96 -130.029 6.335 
11.083 41.226 0.299 -0.043 24.735 21.059 -249.285 6.138 
11.078 41.23 0.296 -0.039 24.84 20.932 -288.063 5.522 
11.055 41.23 0.278 -0.038 23.739 20.697 -575.555 4.811 
11.117 41.232 0.325 -0.036 25.08 21.024 -317.123 8.809 
11.147 41.234 0.348 -0.034 24.406 20.881 -184.896 3.514 
11.107 41.236 0.318 -0.033 24.36 21.099 -390.212 5.464 
11.093 41.237 0.307 -0.031 23.993 20.669 -234.502 3.729 
11.102 41.242 0.314 -0.027 24.121 20.929 -228.513 4.495 
11.085 41.242 0.301 -0.026 23.783 20.713 -248.318 3.769 
11.088 41.242 0.303 -0.026 24.268 20.802 -291.329 3.444 
11.142 41.244 0.344 -0.025 23.874 20.858 -400.188 5.536 
11.104 41.244 0.315 -0.025 24.74 20.953 -320.004 6.452 
11.106 41.245 0.317 -0.023 25.725 21.299 -221.774 7.501 
11.149 41.249 0.349 -0.019 23.724 20.864 -324.204 5.421 
11.097 41.252 0.31 -0.017 24.42 21.139 -332.103 5.019 
11.167 41.252 0.363 -0.016 23.669 20.947 -176.453 10.074 
11.098 41.253 0.311 -0.016 23.893 21.088 30.469 6.397 
11.114 41.254 0.322 -0.014 23.274 20.766 -326.772 12.483 
11.16 41.257 0.358 -0.012 23.685 21.301 -192.913 10.816 
11.14 41.259 0.343 -0.009 24.686 21.136 -483.621 7.893 
11.162 41.26 0.359 -0.008 24.582 21.213 -193.055 6.421 
11.136 41.262 0.339 -0.006 23.692 21.235 -161.56 6.478 
11.158 41.265 0.355 -0.004 25.95 21.331 -341.891 7.681 
11.18 41.265 0.373 -0.003 24.007 21.248 -274.426 8.514 
11.177 41.265 0.37 -0.003 23.792 20.944 -251.644 9.219 
11.174 41.278 0.368 0.01 23.583 21.026 -488.038 4.871 
11.127 41.282 0.332 0.014 23.909 20.984 -299.407 6.747 
11.123 41.282 0.33 0.014 24.321 20.994 -84.742 5.439 
11.206 41.284 0.392 0.015 24.93 20.887 -338.513 5.637 
11.117 41.284 0.325 0.015 24.249 20.863 -270.927 5.151 
11.194 41.286 0.383 0.018 24.496 21.122 -215.325 7.93 
11.103 41.287 0.314 0.018 23.709 20.729 -189.232 6.299 
11.189 41.29 0.379 0.022 24.797 21.178 -284.427 5.946 
11.113 41.292 0.322 0.024 23.715 20.812 -241.46 5.834 
11.161 41.292 0.358 0.024 23.954 21.206 -242.587 9.067 
11.163 41.299 0.36 0.03 23.803 21.058 -305.272 8.065 
11.176 41.303 0.369 0.035 25.08 21.126 -290.65 6.709 
11.187 41.312 0.378 0.043 24.24 20.724 -85.164 8.206 
11.16 41.316 0.357 0.048 24.018 21.008 -415.58 7.364 
11.196 41.32 0.385 0.051 23.992 20.785 -292.321 4.233 
11.193 41.327 0.382 0.059 22.97 20.652 -390.461 12.778 
11.2 41.33 0.388 0.062 24.603 20.969 -281.294 11.519 
11.134 41.254 0.337 -0.015 24.209 20.964 -256.041 4.952 
11.134 41.259 0.338 -0.009 24.98 20.992 -281.861 4.71 
11.121 41.259 0.328 -0.009 24.186 21.872 -65.727 17.428 
11.136 41.261 0.34 -0.008 23.55 21.278 -128.237 13.444 
11.078 41.263 0.296 -0.006 24.879 23.046 -307.102 28.234 
11.136 41.268 0.339 0.0 22.773 20.765 -306.198 2.982 
11.086 41.27 0.302 0.001 23.485 20.718 -129.397 10.365 
11.141 41.292 0.343 0.023 25.341 23.433 -248.834 39.917 
11.195 41.294 0.383 0.025 23.574 20.737 -155.036 5.365 
11.11 41.303 0.319 0.035 23.877 20.958 -215.857 5.505 
11.098 41.304 0.311 0.036 25.852 22.82 -216.447 17.868 
11.195 41.306 0.383 0.038 23.567 20.998 -437.122 10.496 
11.177 41.308 0.37 0.04 24.964 21.041 -477.442 10.057 
11.124 41.309 0.331 0.04 24.218 20.927 -257.773 6.342 
11.108 41.31 0.318 0.042 25.096 22.239 -180.522 18.241 
11.109 41.311 0.319 0.042 25.195 23.107 -117.414 15.217 
11.114 41.312 0.323 0.043 24.02 21.484 -289.173 8.389 
11.179 41.312 0.372 0.044 23.624 20.681 -144.586 4.595 
11.21 41.318 0.394 0.05 23.357 20.645 -324.36 4.216 
11.205 41.324 0.391 0.055 24.766 21.42 -257.363 2.976 
11.193 41.324 0.382 0.056 24.356 20.952 -297.043 4.989 
11.122 41.325 0.329 0.057 25.128 22.405 -255.271 38.565 
11.151 41.327 0.35 0.058 24.59 21.041 -226.008 12.213 
11.212 41.329 0.397 0.061 24.347 20.992 -221.877 5.794 
11.148 41.33 0.348 0.062 23.715 20.811 -168.273 5.908 
11.126 41.339 0.332 0.07 24.391 21.213 -187.525 8.419 
11.16 41.34 0.357 0.072 25.273 22.873 -87.685 13.677 
11.192 41.34 0.381 0.072 24.033 20.946 -192.255 5.714 
11.232 41.348 0.411 0.081 24.514 20.874 -215.721 8.732 
11.155 41.351 0.353 0.082 24.151 20.683 -186.174 3.99 
11.179 41.355 0.372 0.086 24.398 20.883 -162.507 26.632 
11.246 41.355 0.422 0.087 23.154 21.035 -218.289 4.833 
11.241 41.356 0.418 0.088 24.087 21.088 -154.961 6.785 
11.224 41.356 0.405 0.088 23.619 20.941 -66.317 5.126 
11.199 41.359 0.387 0.091 23.508 20.968 -469.836 7.113 
11.173 41.36 0.367 0.091 24.545 21.095 -141.654 14.478 
11.257 41.362 0.43 0.094 23.249 21.059 -128.276 20.342 
11.258 41.362 0.431 0.094 24.706 21.224 -189.675 4.981 
11.259 41.363 0.431 0.096 25.11 20.895 -389.759 4.564 
11.247 41.364 0.423 0.096 24.088 21.247 -219.36 6.713 
11.248 41.366 0.423 0.098 23.329 21.269 -241.75 12.776 
11.165 41.369 0.361 0.1 23.875 21.19 22.153 8.413 
11.164 41.368 0.36 0.1 25.157 22.187 -171.539 17.69 
11.251 41.374 0.426 0.106 24.484 20.891 -172.969 5.816 
11.197 41.379 0.385 0.11 24.527 21.202 -263.049 5.108 
11.308 41.38 0.468 0.112 25.58 21.237 -156.651 6.701 
11.21 41.38 0.394 0.112 23.929 20.824 -274.035 3.832 
11.19 41.38 0.38 0.112 26.463 21.348 -253.938 9.047 
11.271 41.38 0.44 0.112 23.777 21.282 -245.976 7.339 
11.179 41.38 0.372 0.112 24.135 22.16 -247.241 37.174 
11.298 41.381 0.461 0.113 25.144 23.219 -190.554 19.814 
11.272 41.382 0.441 0.114 24.091 21.109 -167.082 5.531 
11.206 41.384 0.392 0.115 25.31 21.609 -172.644 13.0 
11.309 41.384 0.469 0.116 24.773 21.258 -431.966 5.491 
11.285 41.387 0.451 0.119 24.977 21.196 -165.987 8.457 
11.209 41.389 0.394 0.121 23.568 20.749 -289.795 4.541 
11.258 41.389 0.431 0.122 24.642 21.284 -292.602 7.53 
11.324 41.39 0.48 0.123 24.791 21.022 -326.441 5.383 
11.242 41.393 0.419 0.125 24.387 21.343 -197.481 17.125 
11.281 41.394 0.448 0.126 23.24 20.739 -232.819 4.297 
11.254 41.396 0.427 0.129 23.618 20.986 20.453 5.327 
11.257 41.403 0.43 0.135 23.419 21.007 -197.678 8.024 
11.321 41.404 0.478 0.137 23.764 20.94 -228.392 6.213 
11.286 41.406 0.451 0.139 23.76 20.779 -55.552 5.276 
11.306 41.41 0.467 0.142 24.254 21.108 -301.446 9.32 
11.314 41.41 0.472 0.143 24.309 21.289 -155.682 7.692 
11.294 41.414 0.458 0.146 24.393 21.131 -114.839 12.318 
11.318 41.416 0.476 0.149 25.014 21.152 -169.493 8.4 
11.273 41.426 0.442 0.158 23.975 20.776 -264.234 7.698 
11.27 41.426 0.44 0.158 23.093 20.609 -207.446 5.203 
11.27 41.426 0.439 0.158 25.499 23.406 -182.001 20.089 
11.29 41.428 0.454 0.16 23.682 20.958 -162.301 7.576 
11.322 41.43 0.479 0.162 24.096 20.855 -164.702 4.818 
11.317 41.43 0.475 0.163 23.52 21.296 -123.461 -299800.0 
11.326 41.432 0.482 0.165 23.392 20.966 -137.467 6.802 
11.327 41.433 0.482 0.165 24.781 21.47 -96.171 9.664 
11.266 41.436 0.436 0.169 23.286 21.135 -454.135 10.628 
11.292 41.441 0.456 0.173 25.246 22.035 -131.439 23.835 
11.31 41.441 0.469 0.174 23.912 20.738 -77.056 4.816 
11.338 41.445 0.491 0.177 23.408 20.917 -19.434 6.476 
11.328 41.454 0.483 0.186 24.364 21.098 -187.91 8.119 
11.287 41.459 0.452 0.191 22.898 20.578 -236.351 8.673 
11.283 41.47 0.449 0.202 24.765 21.833 -170.198 9.641 
11.296 41.476 0.459 0.208 23.536 20.718 -403.622 6.333 
11.145 41.369 0.346 0.1 24.815 21.4 -203.641 35.573 
11.177 41.376 0.37 0.108 23.833 21.183 -254.685 10.205 
11.194 41.385 0.382 0.116 24.706 21.273 -127.176 10.269 
11.22 41.406 0.402 0.138 24.418 20.898 -182.667 20.24 
11.159 41.417 0.356 0.149 22.506 20.564 -201.111 5.859 
11.203 41.419 0.389 0.151 25.947 21.646 -270.876 11.95 
11.237 41.429 0.415 0.161 24.349 21.008 -215.45 10.606 
11.185 41.452 0.375 0.184 24.51 20.908 -176.993 6.284 
11.202 41.455 0.388 0.187 23.611 20.75 -226.985 10.861 
11.18 41.475 0.372 0.207 24.657 20.881 -211.624 10.861 
11.128 41.483 0.333 0.215 25.065 21.326 -169.953 10.913 
11.197 41.485 0.384 0.217 25.207 21.324 -154.585 13.453 
11.142 41.492 0.343 0.224 26.291 21.581 -216.381 -299800.0 
11.115 41.496 0.323 0.227 24.453 21.375 -187.521 20.939 
11.126 41.495 0.331 0.227 24.211 21.224 -178.44 9.542 
11.126 41.495 0.331 0.226 25.062 22.039 -197.042 18.844 
11.167 41.506 0.362 0.238 22.476 20.602 -188.699 -299800.0 
11.167 41.507 0.362 0.239 24.525 21.221 -236.143 10.274 
11.186 41.513 0.377 0.245 24.245 21.46 -133.983 16.553 
11.169 41.514 0.363 0.245 26.06 21.781 -295.825 19.246 
11.149 41.516 0.348 0.248 23.576 20.669 -129.467 6.081 
11.149 41.516 0.348 0.248 26.002 21.361 -131.773 24.772 
11.149 41.517 0.348 0.249 25.493 21.988 -219.461 19.645 
11.167 41.52 0.362 0.252 26.251 22.061 -177.297 18.079 
11.147 41.522 0.347 0.254 24.91 22.471 -394.707 34.169 
11.144 41.531 0.345 0.262 24.984 21.368 -245.995 21.054 
11.139 41.532 0.341 0.263 25.711 23.622 -38.108 18.597 
11.175 41.533 0.368 0.264 23.811 21.04 -397.964 12.037 
11.13 41.537 0.335 0.269 23.997 21.359 -146.913 30.85 
11.172 41.539 0.366 0.271 25.509 21.251 -139.553 6.342 
11.146 41.543 0.346 0.274 23.808 21.071 -215.776 4.911 
11.13 41.546 0.334 0.278 24.873 21.847 -60.925 12.556 
11.148 41.553 0.348 0.284 25.142 23.044 -355.388 20.539 
11.13 41.554 0.334 0.285 23.882 21.169 -333.702 -299800.0 
11.13 41.553 0.334 0.284 24.906 21.264 -269.45 9.085 
11.137 41.559 0.339 0.29 25.145 21.368 -320.993 -299800.0 
11.108 41.565 0.317 0.296 25.344 21.395 -109.107 7.935 
11.146 41.576 0.346 0.307 25.393 21.123 -30.716 14.969 
11.107 41.584 0.317 0.316 25.202 22.148 -57.177 29.824 
11.115 41.595 0.323 0.327 24.562 21.225 -188.209 25.181 
11.161 41.606 0.357 0.338 27.384 22.117 -112.772 20.442 
11.112 41.609 0.32 0.34 25.119 21.01 -34.593 16.219 
11.165 41.618 0.36 0.35 26.197 22.47 -117.91 22.349 
11.096 41.62 0.308 0.352 24.732 22.005 -90.218 43.057 
11.138 41.631 0.34 0.362 24.625 20.982 -124.008 28.952 
11.162 41.529 0.358 0.261 24.689 22.688 -198.402 13.181 
11.095 41.19 0.309 -0.078 25.089 21.093 -211.728 15.684 
11.108 41.192 0.318 -0.076 24.458 20.772 -290.349 8.626 
11.099 41.195 0.312 -0.073 23.544 20.68 -192.873 16.328 
11.082 41.195 0.299 -0.073 24.279 20.869 -245.451 29.645 
11.118 41.214 0.326 -0.055 23.665 20.648 -228.39 21.227 
11.074 41.215 0.293 -0.054 25.477 21.206 -295.059 13.964 
11.115 41.221 0.324 -0.048 24.412 20.998 -145.1 14.967 
11.128 41.223 0.333 -0.045 24.021 20.721 -161.59 13.192 
11.078 41.254 0.296 -0.015 23.163 20.711 -352.353 16.029 
11.073 41.262 0.292 -0.006 24.776 21.181 -300.506 62.881 
11.064 41.318 0.285 0.05 25.292 22.651 -231.349 20.13 
11.011 41.325 0.245 0.056 26.246 21.83 -377.587 8.617 
11.045 41.327 0.271 0.058 25.246 22.613 -156.837 13.229 
10.963 41.359 0.209 0.09 24.331 21.255 -350.713 20.341 
11.031 41.366 0.26 0.098 25.965 21.55 -290.165 18.257 
11.031 41.366 0.26 0.097 24.011 21.252 -129.912 -299800.0 
11.031 41.369 0.26 0.101 22.893 20.653 -370.327 18.259 
10.989 41.395 0.229 0.126 24.967 22.087 -442.64 19.563 
10.966 41.404 0.211 0.135 24.855 20.939 94.223 19.899 
11.045 41.404 0.27 0.135 25.0 21.615 67.608 92.863 
10.986 41.407 0.226 0.138 25.748 21.255 -226.115 14.556 
10.999 41.41 0.236 0.141 25.517 21.249 30.87 33.357 
11.432 41.57 0.56 0.303 23.666 21.146 -342.562 7.506 
11.458 41.57 0.58 0.303 24.247 21.023 -352.363 7.183 
11.44 41.571 0.567 0.304 23.034 20.759 -506.6 5.499 
11.43 41.572 0.559 0.305 24.931 22.323 -127.61 16.979 
11.447 41.576 0.572 0.309 25.757 21.642 -204.674 5.954 
11.43 41.577 0.559 0.31 23.681 20.683 -222.246 6.046 
11.467 41.578 0.587 0.312 23.9 20.775 -391.028 5.985 
11.452 41.589 0.575 0.322 23.136 20.731 -357.67 5.317 
11.498 41.591 0.61 0.324 24.221 20.986 -590.171 5.502 
11.498 41.59 0.61 0.324 24.191 21.685 -184.624 8.23 
11.467 41.592 0.587 0.325 23.676 21.173 -46.039 15.158 
11.488 41.595 0.603 0.329 24.3 20.992 -127.462 5.163 
11.414 41.596 0.547 0.329 23.835 20.707 -185.153 5.056 
11.484 41.603 0.6 0.337 24.08 21.56 -142.313 7.504 
11.457 41.606 0.58 0.339 24.017 20.81 -60.623 6.595 
11.495 41.606 0.608 0.339 23.715 21.153 -88.879 6.492 
11.476 41.606 0.593 0.339 23.814 21.314 -223.657 8.814 
11.456 41.607 0.579 0.34 23.452 21.237 -331.953 5.549 
11.504 41.609 0.615 0.342 24.17 20.859 -115.59 4.583 
11.51 41.612 0.619 0.346 23.623 20.828 -278.808 3.173 
11.5 41.615 0.611 0.349 23.29 21.323 -545.406 8.932 
11.485 41.616 0.6 0.35 24.1 20.878 -292.451 4.379 
11.52 41.622 0.626 0.356 23.339 20.633 -329.231 3.841 
11.492 41.624 0.606 0.357 24.396 22.053 -67.918 8.399 
11.503 41.629 0.614 0.362 23.535 20.691 6.334 4.342 
11.508 41.63 0.617 0.364 23.642 20.826 -249.93 7.712 
11.497 41.634 0.609 0.368 23.094 20.665 -136.141 6.715 
11.496 41.637 0.608 0.37 23.12 20.746 -354.739 6.793 
11.524 41.638 0.63 0.372 23.199 20.619 -127.983 3.578 
11.454 41.644 0.577 0.378 24.862 22.112 58.758 42.025 
11.472 41.652 0.59 0.385 24.33 20.903 -91.957 4.148 
11.454 41.658 0.576 0.391 23.752 21.108 -277.002 4.82 
11.462 41.659 0.583 0.392 23.709 20.68 -118.943 4.164 
11.466 41.662 0.586 0.395 23.835 21.194 -167.314 5.334 
11.487 41.668 0.602 0.402 23.653 21.086 -311.817 5.759 
11.489 41.672 0.603 0.405 25.048 22.323 -57.784 19.948 
11.456 41.677 0.578 0.411 23.761 20.806 -189.457 4.782 
11.441 41.685 0.567 0.418 23.044 20.775 -438.169 3.979 
11.441 41.685 0.567 0.418 24.507 22.041 -97.907 10.479 
11.441 41.686 0.567 0.419 25.168 22.555 -147.879 16.007 
11.49 41.686 0.604 0.419 24.415 21.295 -127.938 11.367 
11.442 41.687 0.568 0.42 25.388 21.312 -194.375 4.4 
11.446 41.694 0.571 0.427 25.312 22.813 -126.493 24.965 
11.452 41.696 0.575 0.429 25.205 22.825 -351.336 29.517 
11.52 41.697 0.626 0.431 24.464 20.854 -136.557 4.486 
11.513 41.697 0.621 0.431 23.521 20.821 -389.716 12.352 
11.525 41.704 0.63 0.438 25.173 22.008 -106.534 15.228 
11.535 41.71 0.638 0.444 24.15 20.896 -252.399 4.409 
11.509 41.712 0.618 0.446 23.724 20.955 -136.149 5.088 
11.503 41.716 0.613 0.449 24.396 20.769 -268.153 3.702 
11.462 41.716 0.582 0.45 24.994 21.898 -138.685 58.298 
11.473 41.718 0.591 0.451 24.627 20.903 -130.157 5.032 
11.522 41.72 0.628 0.453 23.921 20.748 -146.901 4.335 
11.542 41.721 0.643 0.455 24.409 21.307 -59.03 6.942 
11.536 41.724 0.638 0.458 24.592 21.455 -192.963 21.884 
11.484 41.726 0.599 0.459 24.25 21.021 21.667 4.482 
11.536 41.729 0.638 0.463 24.427 20.937 -47.505 4.128 
11.548 41.738 0.647 0.472 23.423 20.752 -195.299 4.791 
11.469 41.739 0.587 0.473 24.405 21.188 -182.443 5.315 
11.466 41.741 0.586 0.474 24.783 21.355 -112.073 9.079 
11.486 41.742 0.6 0.476 23.187 20.804 -231.024 5.438 
11.53 41.745 0.633 0.479 23.402 20.696 -393.674 8.099 
11.466 41.748 0.585 0.481 25.394 21.438 -185.356 10.111 
11.53 41.749 0.633 0.483 24.767 21.029 -164.015 5.062 
11.552 41.75 0.649 0.484 24.053 21.188 -106.289 5.505 
11.52 41.754 0.626 0.487 23.684 20.626 -477.252 4.293 
11.52 41.755 0.626 0.489 24.586 21.253 -86.339 7.236 
11.565 41.757 0.659 0.491 24.67 21.117 -103.639 5.088 
11.473 41.759 0.591 0.493 24.965 20.985 -101.527 6.258 
11.491 41.764 0.604 0.498 25.089 22.014 -180.557 23.576 
11.536 41.766 0.638 0.5 25.107 21.096 -236.651 5.667 
11.573 41.768 0.666 0.502 23.451 20.667 -200.792 4.119 
11.537 41.769 0.638 0.503 24.988 21.139 -162.599 17.834 
11.511 41.77 0.619 0.504 23.734 21.216 -227.903 6.16 
11.527 41.774 0.631 0.508 24.418 21.276 -175.773 -299800.0 
11.554 41.776 0.652 0.51 22.725 20.586 -96.118 4.877 
