#RA DEC XI ETA F475W F814W V VERR
11.21 41.61 0.394 0.342 24.343 21.405 -182.933 3.795 
11.242 41.632 0.418 0.365 24.863 21.402 -66.908 3.108 
11.17 41.663 0.364 0.395 23.901 20.724 -161.101 1.66 
11.131 41.684 0.335 0.415 24.563 21.797 -142.974 3.824 
11.12 41.685 0.326 0.416 24.854 22.158 -138.6 4.243 
11.049 41.704 0.273 0.435 23.766 21.591 -598.439 4.117 
11.027 41.722 0.257 0.454 24.578 21.288 -204.529 2.592 
11.283 41.606 0.449 0.338 25.04 21.509 -78.978 3.467 
11.258 41.608 0.43 0.34 24.846 21.489 -26.754 2.401 
11.172 41.64 0.365 0.372 25.607 21.32 -37.823 5.574 
11.209 41.641 0.393 0.373 24.542 21.604 -76.05 3.84 
11.193 41.655 0.381 0.387 24.907 21.413 -193.474 3.201 
11.115 41.656 0.322 0.387 24.752 21.161 -249.451 2.519 
11.185 41.66 0.375 0.392 24.361 22.191 -108.077 6.034 
11.098 41.672 0.31 0.404 26.949 21.634 -228.333 3.294 
11.201 41.674 0.387 0.406 24.501 21.727 -145.934 4.206 
11.128 41.706 0.332 0.438 23.863 21.433 -155.104 3.848 
11.123 41.713 0.328 0.445 24.534 21.56 -69.26 2.509 
11.232 41.629 0.41 0.361 26.849 21.591 -190.212 3.312 
11.252 41.639 0.426 0.371 24.358 21.691 -108.897 3.116 
11.242 41.646 0.418 0.378 25.072 21.317 -149.82 2.019 
11.164 41.684 0.36 0.416 24.93 22.149 -132.669 6.196 
11.331 41.527 0.485 0.26 24.045 21.324 -237.571 4.588 
11.321 41.527 0.478 0.26 24.365 21.518 -246.277 6.325 
11.331 41.528 0.485 0.261 25.201 21.26 -192.664 2.504 
11.337 41.53 0.49 0.263 24.043 21.208 -240.588 2.84 
11.355 41.53 0.503 0.263 24.354 22.006 -179.646 4.857 
11.355 41.533 0.503 0.265 24.932 21.351 -158.471 2.079 
11.333 41.534 0.486 0.266 25.255 21.178 -150.652 1.466 
11.302 41.534 0.464 0.267 24.119 21.08 -185.383 3.17 
11.386 41.535 0.527 0.268 23.704 20.926 -186.031 2.712 
11.394 41.538 0.532 0.27 24.678 21.581 -334.369 3.153 
11.339 41.538 0.491 0.271 23.807 20.676 -155.098 1.167 
11.347 41.539 0.497 0.271 24.712 21.296 -159.545 3.041 
11.293 41.542 0.456 0.274 26.373 21.735 -129.007 7.159 
11.394 41.543 0.532 0.276 23.868 20.656 -154.059 1.622 
11.294 41.545 0.457 0.277 25.633 21.135 -143.159 4.585 
11.4 41.546 0.537 0.279 25.032 21.688 -211.953 2.827 
11.294 41.548 0.457 0.28 26.148 21.217 -507.964 1.826 
11.402 41.547 0.538 0.28 25.947 21.17 -231.18 3.465 
11.362 41.548 0.508 0.281 24.695 21.001 -314.43 1.833 
11.327 41.552 0.482 0.284 24.512 21.28 -291.39 3.231 
11.405 41.553 0.54 0.286 25.033 21.304 -192.508 1.835 
11.34 41.554 0.492 0.287 24.81 20.911 -65.73 2.52 
11.29 41.556 0.454 0.289 24.071 21.547 -166.799 3.052 
11.381 41.556 0.523 0.289 23.504 20.943 -322.82 2.141 
11.321 41.558 0.478 0.29 24.527 21.208 -196.487 3.13 
11.333 41.562 0.487 0.295 23.807 21.43 -189.155 2.319 
11.354 41.563 0.502 0.296 24.747 21.914 -175.656 3.441 
11.292 41.564 0.456 0.296 24.684 21.731 -128.717 3.24 
11.424 41.565 0.555 0.298 24.726 21.684 -166.32 3.091 
11.316 41.566 0.474 0.298 23.925 20.855 -190.876 1.696 
11.312 41.569 0.471 0.302 24.936 21.899 -97.795 3.462 
11.35 41.571 0.499 0.303 24.482 21.544 -171.921 4.909 
11.354 41.571 0.502 0.303 25.249 22.343 -125.906 5.912 
11.337 41.572 0.489 0.304 26.134 21.765 -147.212 4.019 
11.409 41.572 0.543 0.305 24.028 21.139 -301.668 2.138 
11.338 41.574 0.49 0.307 25.073 22.384 -160.417 2.261 
11.398 41.575 0.535 0.308 24.798 21.516 -338.125 2.235 
11.411 41.575 0.545 0.308 24.233 21.773 -177.491 4.22 
11.413 41.579 0.546 0.312 24.122 21.684 -153.438 4.425 
11.347 41.58 0.497 0.313 23.202 20.769 -304.762 2.179 
11.42 41.58 0.552 0.313 24.521 21.831 -255.523 3.691 
11.421 41.582 0.553 0.315 24.031 21.388 -194.159 3.055 
11.347 41.585 0.497 0.318 24.84 21.235 0.842 2.122 
11.342 41.585 0.493 0.318 23.784 21.32 -272.884 2.621 
11.329 41.592 0.483 0.324 23.921 20.999 -199.926 1.978 
11.421 41.591 0.552 0.324 24.865 21.233 -75.432 3.644 
11.425 41.592 0.555 0.325 24.676 20.928 2.605 1.672 
11.375 41.594 0.518 0.327 23.75 21.374 -300.353 2.327 
11.428 41.595 0.558 0.328 25.654 21.239 -27.467 3.16 
11.402 41.596 0.538 0.329 24.34 21.121 -292.213 1.702 
11.411 41.596 0.544 0.329 23.804 21.117 -164.586 1.769 
11.392 41.598 0.53 0.33 25.864 21.871 -185.339 2.643 
11.376 41.598 0.518 0.331 25.233 21.13 -181.181 1.338 
11.372 41.599 0.516 0.331 25.009 21.527 -186.257 2.235 
11.346 41.6 0.496 0.333 23.94 20.871 -399.164 1.541 
11.375 41.602 0.518 0.335 25.753 21.597 -188.418 5.747 
11.409 41.602 0.543 0.335 24.86 20.909 -216.317 1.741 
11.392 41.602 0.531 0.335 26.209 21.596 -111.144 3.525 
11.376 41.603 0.519 0.336 24.917 22.571 -166.831 5.521 
11.351 41.605 0.499 0.338 25.357 21.718 -203.276 3.586 
11.405 41.606 0.54 0.339 24.518 20.919 -291.048 2.155 
11.346 41.606 0.496 0.339 24.972 21.55 -121.292 2.276 
11.431 41.608 0.56 0.341 24.094 20.946 -179.694 1.439 
11.408 41.608 0.543 0.341 24.231 21.205 -255.898 2.244 
11.402 41.609 0.538 0.342 23.924 21.226 -94.485 2.274 
11.389 41.611 0.528 0.343 24.594 21.537 -235.372 2.376 
11.432 41.611 0.561 0.344 24.077 21.009 -110.627 1.904 
11.403 41.612 0.539 0.345 24.897 21.945 -132.296 4.247 
11.434 41.616 0.562 0.349 24.9 21.511 -192.361 2.277 
11.425 41.616 0.555 0.349 24.533 21.08 -272.241 1.512 
11.371 41.617 0.515 0.35 25.173 21.568 -36.436 3.861 
11.438 41.617 0.565 0.35 25.095 21.508 -117.844 2.143 
11.398 41.619 0.535 0.352 23.964 21.058 -379.913 2.291 
11.423 41.62 0.554 0.353 24.427 20.953 -127.73 1.505 
11.403 41.62 0.539 0.353 24.489 21.04 -72.27 1.696 
11.362 41.621 0.508 0.354 26.165 21.659 -196.496 2.088 
11.442 41.622 0.568 0.355 24.826 21.453 -85.337 4.789 
11.398 41.625 0.535 0.358 25.524 21.637 -176.058 3.143 
11.381 41.626 0.522 0.359 24.86 21.407 -87.77 2.208 
11.387 41.627 0.527 0.36 24.484 20.999 -110.837 1.628 
11.384 41.63 0.524 0.363 24.205 20.728 -275.702 1.378 
11.41 41.634 0.544 0.367 24.324 21.283 -198.049 2.451 
11.404 41.635 0.539 0.368 25.617 21.607 -153.324 2.935 
11.393 41.636 0.531 0.369 25.448 21.253 -178.416 2.828 
11.458 41.636 0.58 0.369 24.378 21.165 -197.137 2.49 
11.408 41.637 0.542 0.37 24.695 21.004 -188.793 1.601 
11.458 41.639 0.58 0.372 24.92 21.357 -125.766 1.774 
11.448 41.639 0.573 0.372 24.573 21.017 -206.433 1.419 
11.38 41.64 0.521 0.372 25.115 20.984 -190.661 0.692 
11.476 41.642 0.594 0.375 25.543 21.151 -212.337 2.849 
11.455 41.642 0.578 0.375 24.923 21.429 -145.745 1.832 
11.43 41.644 0.559 0.377 24.033 20.958 -104.761 1.453 
11.437 41.644 0.564 0.377 23.834 21.409 -120.215 1.867 
11.421 41.648 0.552 0.381 24.359 21.001 -337.192 1.65 
11.425 41.648 0.555 0.381 24.349 20.765 -74.384 1.359 
11.444 41.65 0.57 0.383 24.545 21.079 -139.993 1.69 
11.495 41.65 0.608 0.383 24.666 21.685 -233.182 2.835 
11.498 41.651 0.61 0.384 24.484 21.262 -246.351 2.356 
11.434 41.651 0.562 0.384 24.685 21.273 -201.468 1.734 
11.504 41.652 0.615 0.386 23.958 20.773 -336.374 1.283 
11.402 41.654 0.538 0.387 24.243 20.815 -133.039 1.929 
11.398 41.656 0.534 0.389 24.629 21.404 -83.381 2.315 
11.396 41.655 0.534 0.388 23.801 21.005 -106.808 1.797 
11.469 41.656 0.588 0.389 24.682 21.285 -234.137 2.062 
11.448 41.657 0.572 0.39 24.67 21.101 -357.82 1.934 
11.397 41.659 0.534 0.392 25.979 21.27 -209.896 1.566 
11.457 41.659 0.579 0.392 24.826 21.016 -133.501 1.485 
11.436 41.661 0.563 0.394 24.72 20.933 -94.892 1.629 
11.462 41.661 0.583 0.395 23.172 21.014 -234.103 3.563 
11.494 41.662 0.607 0.395 24.502 21.037 -48.821 2.642 
11.486 41.662 0.6 0.395 24.295 20.829 -171.641 1.354 
11.5 41.662 0.611 0.396 24.28 21.064 -156.429 2.189 
11.447 41.663 0.572 0.396 24.297 21.009 -64.599 1.955 
11.475 41.663 0.593 0.396 24.268 21.039 -130.027 1.393 
11.409 41.663 0.543 0.396 25.073 21.121 -241.127 1.611 
11.468 41.663 0.587 0.396 25.001 21.188 -37.215 1.817 
11.501 41.663 0.612 0.397 24.502 21.167 -51.713 1.475 
11.421 41.664 0.552 0.397 24.66 21.68 -163.73 3.113 
11.398 41.665 0.535 0.398 23.001 21.132 -147.477 1.876 
11.441 41.665 0.567 0.398 24.417 21.118 -90.815 2.96 
11.437 41.666 0.564 0.399 25.695 21.451 -129.432 2.259 
11.42 41.666 0.551 0.4 24.36 21.09 -151.918 1.603 
11.479 41.669 0.596 0.402 24.878 21.032 -185.223 2.095 
11.479 41.668 0.595 0.402 24.124 21.398 -27.578 6.076 
11.418 41.67 0.55 0.403 24.845 21.664 -201.274 2.939 
11.454 41.67 0.576 0.403 24.919 20.95 -200.081 1.75 
11.457 41.671 0.579 0.404 25.082 21.021 -21.51 1.731 
11.416 41.674 0.549 0.407 24.266 21.102 -84.353 2.511 
11.43 41.675 0.559 0.409 23.64 20.898 -489.002 2.071 
11.442 41.676 0.568 0.409 24.898 21.282 -160.432 1.788 
11.445 41.683 0.57 0.416 24.891 21.399 -132.607 1.929 
11.534 41.683 0.637 0.417 24.75 20.996 -144.333 4.237 
11.513 41.686 0.621 0.419 24.714 21.332 -396.246 2.189 
11.504 41.687 0.614 0.42 24.682 21.322 -194.163 2.136 
11.474 41.688 0.592 0.421 23.391 20.936 -303.374 2.287 
11.55 41.689 0.648 0.423 24.839 20.903 -150.866 3.092 
11.463 41.69 0.583 0.424 24.463 20.863 -76.4 2.285 
11.464 41.691 0.584 0.425 23.136 20.812 -403.518 3.43 
11.52 41.693 0.626 0.427 23.653 21.05 -353.856 2.349 
11.466 41.694 0.585 0.427 24.434 21.275 -97.377 1.833 
11.545 41.693 0.645 0.427 23.792 20.922 -417.462 2.527 
11.522 41.694 0.628 0.428 24.128 21.013 -157.898 1.669 
11.511 41.694 0.619 0.428 24.585 21.28 -49.935 2.4 
11.491 41.695 0.604 0.429 23.701 21.452 -133.249 2.761 
11.537 41.695 0.639 0.429 24.142 20.812 -66.794 1.96 
11.515 41.7 0.623 0.433 24.55 20.857 -78.452 1.745 
11.457 41.7 0.579 0.433 24.527 21.68 -34.567 2.454 
11.437 41.701 0.564 0.434 25.264 21.077 -359.656 2.036 
11.472 41.701 0.59 0.434 25.259 22.502 -171.746 9.263 
11.48 41.703 0.596 0.436 24.593 21.359 -133.127 2.238 
11.473 41.703 0.591 0.437 25.237 21.175 -102.483 1.81 
11.487 41.706 0.602 0.44 24.59 21.321 -167.308 2.403 
11.491 41.707 0.605 0.44 26.966 22.22 -159.819 4.076 
11.546 41.708 0.645 0.442 24.9 20.953 -94.397 4.469 
11.534 41.71 0.637 0.443 24.291 21.144 -12.683 2.116 
11.548 41.71 0.647 0.444 25.161 21.316 -216.426 2.037 
11.549 41.712 0.648 0.446 23.564 20.953 -316.78 2.798 
11.538 41.714 0.64 0.448 24.878 21.044 -269.769 1.788 
11.493 41.717 0.606 0.45 24.732 20.84 -44.737 2.742 
11.551 41.716 0.649 0.45 25.463 21.029 -136.905 3.396 
11.461 41.717 0.582 0.451 24.845 21.262 -68.783 2.212 
11.508 41.718 0.617 0.451 24.063 21.28 -103.486 3.348 
11.505 41.72 0.615 0.454 24.624 20.779 -36.726 2.155 
11.551 41.72 0.649 0.454 25.076 21.121 -199.34 5.474 
11.475 41.724 0.593 0.458 25.999 21.436 -65.757 2.661 
11.466 41.725 0.586 0.458 24.473 21.147 42.44 7.308 
11.544 41.727 0.644 0.461 24.552 21.142 -130.812 2.532 
11.545 41.728 0.644 0.462 24.685 21.198 -167.229 3.765 
11.548 41.73 0.647 0.464 24.965 20.958 -222.087 5.137 
11.534 41.731 0.637 0.465 25.271 21.185 -122.202 2.855 
11.542 41.735 0.642 0.469 23.443 20.853 -472.851 2.565 
11.522 41.736 0.628 0.469 25.078 21.227 -41.256 3.145 
11.501 41.738 0.612 0.472 24.154 21.025 -526.688 1.932 
11.528 41.739 0.632 0.473 24.764 20.84 -176.794 1.874 
11.512 41.74 0.62 0.474 24.406 21.797 -97.995 4.301 
11.484 41.742 0.599 0.475 25.429 21.504 -102.615 2.985 
11.533 41.743 0.636 0.476 24.832 20.934 -133.994 4.763 
11.529 41.744 0.633 0.478 25.406 21.622 -234.832 4.935 
11.482 41.744 0.598 0.478 24.749 21.18 -250.896 2.84 
11.312 41.541 0.471 0.273 24.698 21.399 -184.896 3.665 
11.357 41.546 0.504 0.279 24.335 21.339 -104.019 2.719 
11.406 41.64 0.541 0.373 24.716 21.165 -260.485 2.159 
11.349 41.558 0.499 0.291 23.934 22.04 -163.811 4.31 
11.345 41.597 0.495 0.329 24.629 21.29 -177.833 1.715 
11.296 41.545 0.458 0.277 25.846 22.026 -160.42 4.686 
11.394 41.576 0.532 0.309 24.026 21.682 -288.789 2.972 
11.157 41.845 0.354 0.577 24.619 22.067 -159.98 4.888 
11.186 41.785 0.376 0.517 25.839 21.142 -443.068 6.167 
11.34 41.744 0.491 0.476 23.818 20.708 -220.724 2.789 
11.364 41.666 0.509 0.399 25.118 21.874 -218.656 12.335 
11.372 41.671 0.515 0.404 23.834 20.92 -138.257 1.936 
11.348 41.673 0.497 0.405 25.001 21.809 -50.58 2.834 
11.366 41.675 0.511 0.408 23.292 21.422 -135.328 2.428 
11.385 41.675 0.525 0.408 23.55 21.054 -101.369 3.648 
11.38 41.678 0.522 0.41 24.622 21.751 -76.8 5.571 
11.362 41.682 0.508 0.414 25.366 21.193 -459.999 4.295 
11.322 41.683 0.478 0.416 25.321 21.776 -205.945 4.535 
11.33 41.686 0.484 0.419 24.948 21.246 -228.35 2.967 
11.331 41.69 0.484 0.423 26.557 21.884 -52.192 5.589 
11.362 41.691 0.507 0.423 25.158 21.257 -148.64 3.257 
11.31 41.693 0.468 0.426 24.371 21.63 -101.125 3.189 
11.405 41.693 0.54 0.426 24.578 21.663 -72.25 4.677 
11.34 41.694 0.491 0.426 26.781 21.919 -186.691 13.135 
11.382 41.694 0.523 0.427 24.37 21.919 -148.525 4.845 
11.348 41.694 0.497 0.427 25.678 21.559 -197.017 4.677 
11.333 41.696 0.486 0.428 24.448 21.459 -135.533 8.405 
11.354 41.699 0.502 0.432 25.01 21.403 -135.221 2.882 
11.35 41.7 0.499 0.433 23.95 20.972 -80.47 2.891 
11.374 41.701 0.517 0.434 24.127 21.672 -86.555 5.741 
11.437 41.706 0.564 0.439 24.869 20.943 -141.498 2.167 
11.442 41.707 0.567 0.44 24.618 21.193 -100.039 2.678 
11.313 41.71 0.471 0.443 26.836 21.482 -111.253 5.93 
11.407 41.71 0.541 0.443 24.651 21.347 -131.537 3.271 
11.378 41.712 0.52 0.445 24.178 21.982 -104.922 5.636 
11.322 41.715 0.477 0.447 25.173 21.232 -24.261 2.426 
11.396 41.717 0.533 0.45 25.657 21.232 -134.721 2.949 
11.405 41.719 0.54 0.452 25.044 21.86 -130.786 4.718 
11.325 41.72 0.48 0.452 23.959 20.941 -298.001 2.216 
11.388 41.723 0.527 0.456 22.858 20.915 -306.162 9.578 
11.412 41.724 0.545 0.457 24.128 20.807 5.901 3.093 
11.393 41.725 0.531 0.458 26.817 21.752 -109.703 3.004 
11.388 41.729 0.527 0.461 25.077 22.312 -122.231 4.366 
11.382 41.73 0.523 0.462 25.668 21.298 -128.004 2.223 
11.325 41.733 0.48 0.465 25.102 21.141 -152.095 1.345 
11.289 41.734 0.453 0.466 24.25 20.95 -168.279 3.066 
11.27 41.735 0.439 0.468 25.072 21.175 -106.064 8.017 
11.397 41.736 0.534 0.469 24.789 21.376 -56.967 4.865 
11.314 41.736 0.472 0.469 24.825 20.937 -179.42 2.08 
11.291 41.737 0.454 0.47 25.266 21.264 -76.733 4.586 
11.352 41.738 0.5 0.47 23.555 20.797 -291.198 2.631 
11.3 41.739 0.461 0.472 24.576 21.885 -16.92 4.576 
11.34 41.739 0.491 0.472 25.761 21.313 -109.398 3.092 
11.363 41.741 0.508 0.474 23.901 21.031 -46.453 2.138 
11.376 41.742 0.518 0.474 24.867 21.313 -89.8 2.697 
11.353 41.742 0.501 0.475 25.413 21.066 -103.139 3.312 
11.342 41.743 0.493 0.476 23.696 21.311 -384.89 5.969 
11.278 41.746 0.445 0.479 25.824 22.915 -96.553 7.241 
11.329 41.747 0.483 0.48 25.32 21.018 -205.467 2.041 
11.247 41.749 0.422 0.481 24.503 21.295 -48.602 3.353 
11.351 41.748 0.499 0.481 24.753 21.092 -97.652 2.903 
11.325 41.748 0.48 0.481 24.822 21.072 -168.282 2.32 
11.334 41.749 0.487 0.481 24.535 21.133 -384.695 1.902 
11.347 41.749 0.496 0.482 24.402 20.79 -13.864 1.601 
11.338 41.75 0.489 0.483 24.928 21.956 -189.988 7.381 
11.324 41.751 0.479 0.483 24.709 21.187 -589.894 1.895 
11.346 41.752 0.496 0.485 24.263 21.436 -231.746 3.084 
11.272 41.754 0.44 0.486 25.103 21.1 -54.006 2.056 
11.239 41.755 0.415 0.487 25.606 21.198 -24.48 2.671 
11.284 41.755 0.449 0.487 25.138 21.548 -136.934 3.415 
11.322 41.756 0.478 0.488 25.08 21.112 -60.511 1.618 
11.285 41.758 0.45 0.49 24.202 20.786 -266.541 1.888 
11.321 41.758 0.477 0.49 25.264 21.048 -512.751 2.124 
11.323 41.758 0.479 0.491 25.223 21.31 -176.072 2.097 
11.328 41.76 0.482 0.492 24.876 21.501 -249.299 4.615 
11.228 41.761 0.407 0.493 24.439 21.543 -74.357 4.881 
11.306 41.76 0.465 0.493 24.745 21.598 -84.604 3.692 
11.284 41.762 0.449 0.495 26.667 21.437 -51.446 3.474 
11.32 41.762 0.476 0.495 24.927 21.017 -112.725 2.101 
11.291 41.765 0.454 0.497 25.404 21.207 -11.487 2.872 
11.252 41.765 0.425 0.497 24.686 20.872 -298.466 2.472 
11.234 41.765 0.412 0.497 24.691 21.345 -209.483 3.277 
11.246 41.766 0.421 0.498 24.837 21.165 -14.719 2.443 
11.207 41.769 0.392 0.5 25.357 21.01 -57.78 4.646 
11.331 41.771 0.484 0.503 24.486 21.549 -163.826 4.169 
11.267 41.771 0.436 0.503 25.344 21.76 -94.945 2.977 
11.313 41.771 0.471 0.503 24.697 21.176 -19.376 4.149 
11.254 41.773 0.427 0.505 24.558 21.324 -152.631 2.781 
11.158 41.775 0.355 0.507 24.481 21.171 -20.342 2.89 
11.187 41.776 0.376 0.508 24.491 21.396 -152.423 5.335 
11.185 41.777 0.375 0.509 24.589 21.688 -57.304 7.218 
11.218 41.777 0.4 0.509 24.801 22.347 -86.527 5.53 
11.314 41.777 0.471 0.509 25.054 20.921 -145.64 2.156 
11.245 41.78 0.42 0.512 26.164 21.482 -101.08 3.173 
11.209 41.78 0.393 0.512 24.801 21.522 -50.183 2.946 
11.283 41.781 0.448 0.513 24.415 21.588 -75.602 4.383 
11.257 41.782 0.429 0.514 23.392 21.012 23.457 2.756 
11.307 41.782 0.466 0.514 24.068 21.262 -577.958 4.707 
11.306 41.782 0.465 0.514 23.549 21.139 -135.743 3.772 
11.235 41.783 0.412 0.515 24.455 21.135 58.581 2.583 
11.301 41.783 0.462 0.515 23.484 21.086 -64.445 2.641 
11.212 41.786 0.395 0.518 24.232 21.194 -177.483 2.741 
11.276 41.787 0.443 0.519 24.555 20.843 -83.77 4.192 
11.152 41.788 0.35 0.52 23.473 21.097 -165.871 4.193 
11.245 41.788 0.42 0.52 23.637 21.168 -197.645 4.818 
11.281 41.79 0.446 0.522 25.022 21.19 -118.703 2.309 
11.235 41.79 0.412 0.522 23.79 20.651 -327.381 1.669 
11.248 41.793 0.422 0.525 23.919 21.561 -343.905 4.233 
11.141 41.797 0.342 0.529 25.192 21.136 -84.603 3.402 
11.261 41.796 0.432 0.529 25.065 21.146 -127.447 3.031 
11.242 41.799 0.418 0.531 24.568 21.532 -292.317 6.941 
11.141 41.8 0.342 0.532 24.574 21.462 -54.278 3.494 
11.216 41.802 0.398 0.534 27.313 21.643 3.664 4.888 
11.228 41.803 0.407 0.535 24.359 21.631 -171.309 4.99 
11.244 41.806 0.419 0.538 25.074 21.011 -52.078 2.512 
11.161 41.807 0.357 0.538 24.921 21.074 -99.426 2.962 
11.214 41.808 0.397 0.54 26.631 22.05 -154.909 8.718 
11.186 41.81 0.376 0.541 25.643 21.223 -106.886 2.234 
11.261 41.81 0.432 0.542 24.262 21.252 -154.803 2.522 
11.146 41.813 0.346 0.544 24.351 21.575 -157.184 2.963 
11.186 41.813 0.376 0.545 24.251 21.152 -265.923 3.176 
11.152 41.813 0.35 0.545 24.92 21.861 -60.723 6.634 
11.216 41.815 0.398 0.547 23.948 21.388 -74.548 4.288 
11.176 41.816 0.368 0.547 24.529 21.774 -76.332 3.749 
11.188 41.818 0.377 0.55 24.43 21.815 -207.06 4.126 
11.254 41.818 0.427 0.55 24.314 21.598 -3.163 4.314 
11.127 41.819 0.331 0.55 25.323 21.051 -85.373 5.058 
11.218 41.819 0.399 0.551 24.241 21.551 47.466 5.2 
11.191 41.822 0.379 0.554 24.223 21.616 -171.98 5.671 
11.246 41.823 0.42 0.555 25.85 22.28 -30.649 6.539 
11.206 41.823 0.39 0.555 24.586 21.224 -125.836 3.158 
11.173 41.823 0.366 0.555 24.127 21.481 -199.381 8.561 
11.204 41.825 0.389 0.557 26.232 21.606 -2.072 4.163 
11.182 41.828 0.372 0.56 24.879 21.543 -156.079 5.191 
11.139 41.832 0.34 0.563 24.829 21.052 -126.734 1.982 
11.193 41.834 0.381 0.566 23.545 21.221 -567.268 3.443 
11.128 41.835 0.332 0.567 25.874 21.273 -151.469 3.039 
11.184 41.835 0.374 0.567 24.123 21.088 -4.079 3.31 
11.216 41.835 0.398 0.567 24.998 21.37 -47.633 13.728 
11.153 41.837 0.351 0.568 24.812 20.945 -50.372 2.655 
11.176 41.838 0.368 0.569 24.95 21.761 -20.468 5.207 
11.156 41.842 0.353 0.573 25.034 21.063 -99.154 2.859 
11.195 41.848 0.382 0.58 23.865 21.145 -151.443 4.237 
11.134 41.848 0.336 0.58 24.225 21.088 -136.275 2.305 
11.201 41.848 0.386 0.58 26.073 22.103 -87.165 5.739 
11.168 41.848 0.362 0.58 24.782 21.294 -42.895 2.79 
11.141 41.858 0.342 0.59 23.783 20.988 -90.293 3.699 
11.144 41.86 0.344 0.591 24.932 21.316 -267.289 2.818 
11.178 41.86 0.37 0.592 24.379 21.203 -52.253 3.345 
11.153 41.861 0.351 0.593 25.585 21.191 -121.238 2.688 
11.399 41.694 0.536 0.427 25.139 20.948 -55.885 4.162 
11.362 41.705 0.508 0.437 25.094 21.413 -125.764 4.73 
11.395 41.711 0.533 0.443 25.293 21.228 -97.053 5.405 
11.383 41.713 0.523 0.446 24.481 21.704 -45.79 5.026 
11.367 41.718 0.511 0.451 24.347 22.203 -159.552 5.755 
11.322 41.734 0.478 0.466 24.495 21.602 -177.256 5.12 
11.289 41.739 0.453 0.471 24.668 21.636 -180.126 3.68 
11.382 41.739 0.523 0.471 23.788 21.631 -181.575 15.516 
11.292 41.745 0.455 0.477 24.644 21.469 -385.748 5.953 
11.312 41.76 0.47 0.492 24.837 21.962 -92.679 3.723 
11.336 41.766 0.488 0.498 23.963 21.568 -254.102 4.991 
11.304 41.771 0.464 0.503 24.739 21.782 -102.561 4.881 
11.179 41.773 0.37 0.504 25.152 21.185 -98.049 5.662 
11.311 41.772 0.469 0.505 24.671 21.06 -59.833 1.801 
11.247 41.774 0.422 0.506 24.677 21.453 -81.638 3.149 
11.24 41.78 0.416 0.512 25.05 21.578 -151.259 5.015 
11.2 41.78 0.386 0.512 24.629 21.323 -145.162 6.863 
11.239 41.806 0.415 0.538 23.93 20.734 -72.844 1.817 
11.17 41.813 0.363 0.545 24.962 21.409 -152.833 3.033 
11.249 41.814 0.423 0.546 24.835 21.926 -130.218 7.933 
11.352 41.736 0.5 0.469 24.491 21.769 -97.529 3.768 
11.259 41.787 0.43 0.519 24.61 21.569 -72.018 3.8 
11.177 41.844 0.369 0.576 25.515 21.52 -8.512 3.84 
11.372 41.673 0.515 0.406 24.353 21.547 -357.212 3.514 
11.326 41.736 0.481 0.469 24.573 21.947 -143.784 3.929 
11.194 41.765 0.382 0.496 26.885 21.522 -35.27 4.839 
11.21 41.783 0.393 0.515 24.957 22.32 -143.639 3.892 
11.236 41.79 0.413 0.522 25.727 21.482 -123.24 3.264 
11.142 41.813 0.342 0.544 24.402 21.346 -250.822 4.327 
11.227 41.823 0.406 0.555 27.254 22.186 -50.419 3.673 
11.167 41.868 0.361 0.599 24.646 21.784 -145.266 4.37 
11.138 41.834 0.34 0.566 23.959 21.742 -60.921 6.783 
11.288 41.718 0.452 0.45 25.464 21.417 -214.314 2.466 
11.219 41.766 0.4 0.498 25.614 22.039 -123.947 4.816 
11.351 41.867 0.499 0.599 25.395 23.503 -36.103 8.538 
11.476 41.787 0.593 0.52 24.54 21.137 -43.005 3.682 
11.493 41.79 0.605 0.523 25.916 21.501 -179.45 3.042 
11.44 41.793 0.565 0.526 24.735 21.453 -114.745 2.601 
11.457 41.798 0.578 0.532 23.949 21.298 -96.708 2.943 
11.44 41.798 0.566 0.532 25.106 21.916 -62.047 3.357 
11.449 41.799 0.573 0.532 24.601 21.125 -86.096 1.937 
11.465 41.801 0.584 0.534 23.948 21.498 -547.98 4.407 
11.424 41.801 0.554 0.534 26.589 21.391 -464.473 4.293 
11.442 41.801 0.567 0.535 24.303 21.387 -235.308 3.997 
11.434 41.802 0.562 0.535 25.358 22.044 -80.097 4.958 
11.501 41.802 0.611 0.536 25.294 21.853 -118.867 18.641 
11.479 41.805 0.595 0.538 24.697 21.888 -207.65 3.518 
11.476 41.805 0.592 0.538 27.168 21.72 -193.82 5.01 
11.407 41.807 0.541 0.54 24.782 21.129 -104.605 4.637 
11.408 41.807 0.541 0.54 25.098 22.023 -63.88 7.036 
11.498 41.807 0.609 0.54 24.082 21.329 -93.761 2.333 
11.492 41.807 0.604 0.54 24.883 21.162 -103.27 2.698 
11.438 41.808 0.564 0.541 26.475 21.607 -175.124 9.295 
11.452 41.808 0.574 0.541 24.315 21.289 -394.646 2.256 
11.469 41.809 0.588 0.542 24.04 20.772 -54.994 2.573 
11.496 41.809 0.608 0.543 23.453 21.457 -148.996 4.959 
11.478 41.811 0.594 0.544 23.728 20.954 -81.652 1.753 
11.446 41.811 0.57 0.544 23.968 21.393 -118.653 3.411 
11.434 41.813 0.562 0.546 24.704 21.13 -104.915 2.274 
11.513 41.816 0.62 0.549 23.967 20.829 -75.295 2.701 
